time mnvel errvel tel svalue
2.455313925669999793e+06 1.850000000000000000e+01 2.305000000000000160e+00 hires \nodata
2.455313931989999954e+06 1.862199999999999989e+01 2.156000000000000139e+00 hires \nodata
2.455320905509999953e+06 -1.646999999999999886e+01 2.350999999999999979e+00 hires \nodata
2.455614084170000162e+06 -9.461999999999999744e+00 2.262000000000000011e+00 hires \nodata
2.455614090359999798e+06 -1.544999999999999929e+01 2.133000000000000007e+00 hires \nodata
2.455635064540000167e+06 -1.317900000000000027e+01 2.841000000000000192e+00 hires \nodata
2.455635070909999777e+06 -1.533699999999999974e+01 2.811999999999999833e+00 hires \nodata
2.455635999989999924e+06 3.699999999999999956e-01 1.927000000000000046e+00 hires \nodata
2.455636006320000160e+06 8.200000000000000344e-02 1.975999999999999979e+00 hires \nodata
2.455671813970000017e+06 -1.152599999999999980e+01 2.228000000000000203e+00 hires \nodata
2.455671820239999797e+06 -1.096299999999999919e+01 2.148000000000000131e+00 hires \nodata
2.455672801049999893e+06 -9.900000000000000355e+00 2.435999999999999943e+00 hires \nodata
2.455672807380000129e+06 -6.187999999999999723e+00 2.326999999999999957e+00 hires \nodata
2.455706795020000078e+06 -1.236999999999999922e+01 2.321000000000000174e+00 hires \nodata
2.455706801270000171e+06 -9.657000000000000028e+00 2.061999999999999833e+00 hires \nodata
2.455879109749999829e+06 -8.240000000000000213e+00 2.774999999999999911e+00 hires \nodata
2.455902053799999878e+06 -1.003999999999999915e+01 1.993000000000000105e+00 hires \nodata
2.455903055709999986e+06 4.339999999999999858e+00 2.322999999999999954e+00 hires \nodata
2.455932088219999801e+06 -1.044000000000000039e+00 2.161000000000000032e+00 hires \nodata
2.455970931599999778e+06 -9.231999999999999318e+00 2.773000000000000131e+00 hires \nodata
2.455970939090000000e+06 -1.060100000000000087e+01 2.615000000000000213e+00 hires \nodata
2.455970946370000020e+06 -4.910000000000000142e+00 2.535000000000000142e+00 hires \nodata
2.455971944780000020e+06 1.313199999999999967e+01 2.615000000000000213e+00 hires \nodata
2.455971952289999928e+06 1.532300000000000040e+01 2.307999999999999829e+00 hires \nodata
2.455971959729999769e+06 1.052299999999999969e+01 2.307999999999999829e+00 hires \nodata
2.456117772160000168e+06 5.979000000000000092e+00 2.775999999999999801e+00 hires \nodata
2.456117779639999848e+06 9.810000000000000497e+00 2.795999999999999819e+00 hires \nodata
2.456266085289999843e+06 1.236100000000000065e+01 2.233999999999999986e+00 hires \nodata
2.456329016249999870e+06 1.155599999999999916e+01 2.802000000000000046e+00 hires \nodata
2.456329987480000127e+06 -9.007999999999999119e+00 2.741999999999999993e+00 hires \nodata
2.456433867339999881e+06 -1.282199999999999918e+01 2.173000000000000043e+00 hires \nodata
2.456676129189999774e+06 3.854000000000000092e+00 2.317000000000000171e+00 hires \nodata
2.456676136599999852e+06 1.635000000000000009e+00 2.209999999999999964e+00 hires \nodata
2.456676143989999779e+06 -8.400000000000000522e-02 2.004999999999999893e+00 hires \nodata
2.456676151529999916e+06 4.796999999999999709e+00 2.209999999999999964e+00 hires \nodata
2.456710064950000029e+06 1.958099999999999952e+01 2.269000000000000128e+00 hires \nodata
2.453760839774644468e+06 9.774489999999999782e+03 1.110000000000000098e+00 harps \nodata
2.453761844694231637e+06 9.807520000000000437e+03 1.110000000000000098e+00 harps \nodata
2.453762832191534340e+06 9.782329999999999927e+03 9.000000000000000222e-01 harps \nodata
2.453763846229065675e+06 9.780590000000000146e+03 8.899999999999999023e-01 harps \nodata
2.453765808416543528e+06 9.775230000000001382e+03 9.399999999999999467e-01 harps \nodata
2.453785766298409086e+06 9.809860000000000582e+03 9.300000000000000488e-01 harps \nodata
2.453788784554342739e+06 9.800959999999999127e+03 9.000000000000000222e-01 harps \nodata
2.454122846894304734e+06 9.776460000000000946e+03 9.100000000000000311e-01 harps \nodata
2.454135836976517458e+06 9.781010000000000218e+03 9.200000000000000400e-01 harps \nodata
2.454140826732798945e+06 9.788840000000000146e+03 1.030000000000000027e+00 harps \nodata
2.454142835099630058e+06 9.808690000000000509e+03 9.100000000000000311e-01 harps \nodata
2.454166756213461515e+06 9.806690000000000509e+03 1.139999999999999902e+00 harps \nodata
2.454172748219738249e+06 9.782379999999999200e+03 1.000000000000000000e+00 harps \nodata
2.454194713650712278e+06 9.777699999999998909e+03 1.229999999999999982e+00 harps \nodata
2.454197681966161821e+06 9.791090000000000146e+03 1.090000000000000080e+00 harps \nodata
2.454199675349189900e+06 9.774909999999999854e+03 9.700000000000000844e-01 harps \nodata
2.454202668453875929e+06 9.777129999999999200e+03 9.499999999999999556e-01 harps \nodata
2.454228585352497641e+06 9.778489999999999782e+03 1.039999999999999813e+00 harps \nodata
2.454230488099437673e+06 9.797180000000000291e+03 1.169999999999999929e+00 harps \nodata
2.454230497488675639e+06 9.796849999999998545e+03 1.280000000000000027e+00 harps \nodata
2.454230503688172903e+06 9.794219999999999345e+03 1.800000000000000044e+00 harps \nodata
2.454230507447868586e+06 9.793219999999999345e+03 1.760000000000000009e+00 harps \nodata
2.454230511347551830e+06 9.796049999999999272e+03 1.610000000000000098e+00 harps \nodata
2.454230515137244482e+06 9.795529999999998836e+03 1.550000000000000044e+00 harps \nodata
2.454230518846943509e+06 9.798750000000000000e+03 1.690000000000000169e+00 harps \nodata
2.454230522716629319e+06 9.796760000000000218e+03 1.680000000000000160e+00 harps \nodata
2.454230526656309608e+06 9.794440000000000509e+03 2.520000000000000018e+00 harps \nodata
2.454230530485999305e+06 9.795850000000000364e+03 1.969999999999999973e+00 harps \nodata
2.454230534355685581e+06 9.796930000000000291e+03 1.699999999999999956e+00 harps \nodata
2.454230537985390518e+06 9.794729999999999563e+03 1.539999999999999813e+00 harps \nodata
2.454230541815080214e+06 9.791850000000000364e+03 1.510000000000000009e+00 harps \nodata
2.454230545794757083e+06 9.793579999999999927e+03 1.500000000000000000e+00 harps \nodata
2.454230549524454400e+06 9.792180000000000291e+03 1.510000000000000009e+00 harps \nodata
2.454230553424138110e+06 9.793939999999998690e+03 1.489999999999999991e+00 harps \nodata
2.454230557333820499e+06 9.792370000000000800e+03 1.529999999999999805e+00 harps \nodata
2.454230561163509730e+06 9.793829999999999927e+03 1.409999999999999920e+00 harps \nodata
2.454230564913205337e+06 9.793770000000000437e+03 1.369999999999999885e+00 harps \nodata
2.454230568822888192e+06 9.793990000000001601e+03 1.440000000000000169e+00 harps \nodata
2.454230572502589785e+06 9.795420000000000073e+03 1.449999999999999956e+00 harps \nodata
2.454230576442269608e+06 9.793690000000000509e+03 1.289999999999999813e+00 harps \nodata
2.454230580171966925e+06 9.795000000000000000e+03 1.289999999999999813e+00 harps \nodata
2.454230583931661677e+06 9.794399999999999636e+03 1.469999999999999973e+00 harps \nodata
2.454230587861342821e+06 9.793469999999999345e+03 1.320000000000000062e+00 harps \nodata
2.454230591771025676e+06 9.794290000000000873e+03 1.310000000000000053e+00 harps \nodata
2.454230595490723383e+06 9.793000000000000000e+03 1.440000000000000169e+00 harps \nodata
2.454230599470400717e+06 9.792139999999999418e+03 1.389999999999999902e+00 harps \nodata
2.454230603120103944e+06 9.790909999999999854e+03 1.619999999999999885e+00 harps \nodata
2.454230606979790609e+06 9.793860000000000582e+03 1.570000000000000062e+00 harps \nodata
2.454230610879474320e+06 9.793069999999999709e+03 1.760000000000000009e+00 harps \nodata
2.454230614709163550e+06 9.792889999999999418e+03 1.779999999999999805e+00 harps \nodata
2.454230618578848895e+06 9.792659999999999854e+03 1.989999999999999991e+00 harps \nodata
2.454230622288547922e+06 9.792059999999999491e+03 1.930000000000000160e+00 harps \nodata
2.454230626188231166e+06 9.797389999999999418e+03 1.889999999999999902e+00 harps \nodata
2.454230630067916121e+06 9.790549999999999272e+03 1.539999999999999813e+00 harps \nodata
2.454230633847609628e+06 9.791650000000001455e+03 1.500000000000000000e+00 harps \nodata
2.454230637677298393e+06 9.794209999999999127e+03 1.379999999999999893e+00 harps \nodata
2.454230641846959945e+06 9.792870000000000800e+03 1.369999999999999885e+00 harps \nodata
2.454230645606654231e+06 9.791079999999999927e+03 1.340000000000000080e+00 harps \nodata
2.454230649436343461e+06 9.792049999999999272e+03 1.360000000000000098e+00 harps \nodata
2.454230653336026706e+06 9.791110000000000582e+03 1.320000000000000062e+00 harps \nodata
2.454230657055724412e+06 9.791059999999999491e+03 1.360000000000000098e+00 harps \nodata
2.454230660965406802e+06 9.790150000000001455e+03 1.399999999999999911e+00 harps \nodata
2.454234555394153111e+06 9.787159999999999854e+03 1.180000000000000160e+00 harps \nodata
2.454253545599190053e+06 9.805840000000000146e+03 1.060000000000000053e+00 harps \nodata
2.454254511592100840e+06 9.785899999999999636e+03 1.180000000000000160e+00 harps \nodata
2.454255516691408586e+06 9.776930000000000291e+03 1.159999999999999920e+00 harps \nodata
2.454259487102854066e+06 9.794650000000001455e+03 8.599999999999999867e-01 harps \nodata
2.454291485727088992e+06 9.786670000000000073e+03 1.770000000000000018e+00 harps \nodata
2.454292471972534433e+06 9.776630000000001019e+03 9.700000000000000844e-01 harps \nodata
2.454293448589513078e+06 9.807350000000000364e+03 8.400000000000000799e-01 harps \nodata
2.454294446945715696e+06 9.780609999999998763e+03 1.020000000000000018e+00 harps \nodata
2.454296473508654628e+06 9.797980000000001382e+03 1.300000000000000044e+00 harps \nodata
2.454297450459114742e+06 9.773529999999998836e+03 9.700000000000000844e-01 harps \nodata
2.454478856018061750e+06 9.800579999999999927e+03 9.499999999999999556e-01 harps \nodata
2.454478881529949605e+06 9.800520000000000437e+03 9.399999999999999467e-01 harps \nodata
2.454479868722489569e+06 9.774800000000001091e+03 1.060000000000000053e+00 harps \nodata
2.454479879403269384e+06 9.776220000000001164e+03 1.020000000000000018e+00 harps \nodata
2.454480862424497027e+06 9.802149999999999636e+03 9.700000000000000844e-01 harps \nodata
2.454480873835318256e+06 9.803649999999999636e+03 1.080000000000000071e+00 harps \nodata
2.454481866616213229e+06 9.787750000000000000e+03 9.799999999999999822e-01 harps \nodata
2.454481877186962403e+06 9.787879999999999200e+03 9.399999999999999467e-01 harps \nodata
2.454482857505922671e+06 9.779690000000000509e+03 1.060000000000000053e+00 harps \nodata
2.454482868286675308e+06 9.777000000000000000e+03 1.039999999999999813e+00 harps \nodata
2.454483855885078199e+06 9.810149999999999636e+03 1.000000000000000000e+00 harps \nodata
2.454483866985840723e+06 9.810409999999999854e+03 9.399999999999999467e-01 harps \nodata
2.454485861210627481e+06 9.791110000000000582e+03 1.000000000000000000e+00 harps \nodata
2.454485872321365867e+06 9.791410000000001673e+03 1.000000000000000000e+00 harps \nodata
2.454486858086307533e+06 9.797239999999999782e+03 1.050000000000000044e+00 harps \nodata
2.454486868226969615e+06 9.797920000000000073e+03 1.129999999999999893e+00 harps \nodata
2.454487855960896239e+06 9.776690000000000509e+03 1.199999999999999956e+00 harps \nodata
2.454487866761588957e+06 9.776469999999999345e+03 1.060000000000000053e+00 harps \nodata
2.454488858894628007e+06 9.808409999999999854e+03 1.100000000000000089e+00 harps \nodata
2.454522843976805918e+06 9.790159999999999854e+03 1.229999999999999982e+00 harps \nodata
2.454523795129245613e+06 9.801299999999999272e+03 1.070000000000000062e+00 harps \nodata
2.454524795390771236e+06 9.774390000000001237e+03 9.000000000000000222e-01 harps \nodata
2.454525818510906771e+06 9.805199999999998909e+03 1.110000000000000098e+00 harps \nodata
2.454526768918819726e+06 9.789100000000000364e+03 9.000000000000000222e-01 harps \nodata
2.454527757245511282e+06 9.775779999999998836e+03 9.600000000000000755e-01 harps \nodata
2.454528722580532078e+06 9.809030000000000655e+03 9.300000000000000488e-01 harps \nodata
2.454529817694413010e+06 9.781869999999998981e+03 9.899999999999999911e-01 harps \nodata
2.454530782756232191e+06 9.788819999999999709e+03 9.700000000000000844e-01 harps \nodata
2.454548708330911119e+06 9.775930000000000291e+03 8.800000000000000044e-01 harps \nodata
2.454549702613309957e+06 9.807770000000000437e+03 1.149999999999999911e+00 harps \nodata
2.454551724152643699e+06 9.780559999999999491e+03 9.499999999999999556e-01 harps \nodata
2.454553703067409340e+06 9.777170000000000073e+03 8.000000000000000444e-01 harps \nodata
2.454557663139799610e+06 9.809100000000000364e+03 1.110000000000000098e+00 harps \nodata
2.454562649492477532e+06 9.797950000000000728e+03 9.899999999999999911e-01 harps \nodata
2.454564651865683962e+06 9.777990000000001601e+03 1.219999999999999973e+00 harps \nodata
2.454567570445222314e+06 9.779659999999999854e+03 8.199999999999999512e-01 harps \nodata
2.454567739356182050e+06 9.787219999999999345e+03 8.599999999999999867e-01 harps \nodata
2.454568575030931272e+06 9.807880000000001019e+03 8.899999999999999023e-01 harps \nodata
2.454568695754322689e+06 9.805640000000001237e+03 9.399999999999999467e-01 harps \nodata
2.454569633012404200e+06 9.775719999999999345e+03 8.599999999999999867e-01 harps \nodata
2.454570641925320961e+06 9.799210000000000946e+03 9.200000000000000400e-01 harps \nodata
2.454571613689184189e+06 9.792680000000000291e+03 1.020000000000000018e+00 harps \nodata
2.454593554637811147e+06 9.774620000000000800e+03 9.600000000000000755e-01 harps \nodata
2.454610480126082897e+06 9.809060000000001310e+03 1.119999999999999885e+00 harps \nodata
2.454610563968670089e+06 9.812699999999998909e+03 1.080000000000000071e+00 harps \nodata
2.454611558380583767e+06 9.784050000000001091e+03 1.030000000000000027e+00 harps \nodata
2.454616477811053861e+06 9.796649999999999636e+03 1.409999999999999920e+00 harps \nodata
2.454832879200323950e+06 9.807659999999999854e+03 1.190000000000000169e+00 harps \nodata
2.454848874869322404e+06 9.805790000000000873e+03 1.020000000000000018e+00 harps \nodata
2.454854851011545397e+06 9.782360000000000582e+03 1.050000000000000044e+00 harps \nodata
2.454878794840483926e+06 9.778840000000000146e+03 9.399999999999999467e-01 harps \nodata
2.454879797168246005e+06 9.790510000000000218e+03 1.379999999999999893e+00 harps \nodata
2.454880803364548367e+06 9.795859999999998763e+03 1.690000000000000169e+00 harps \nodata
2.454880818224924617e+06 9.797909999999999854e+03 1.239999999999999991e+00 harps \nodata
2.454881793078879826e+06 9.775029999999998836e+03 9.899999999999999911e-01 harps \nodata
2.454882789491825737e+06 9.806450000000000728e+03 1.100000000000000089e+00 harps \nodata
2.454883799773495644e+06 9.787100000000000364e+03 9.200000000000000400e-01 harps \nodata
2.454884778582951054e+06 9.777030000000000655e+03 1.399999999999999911e+00 harps \nodata
2.454885798211600166e+06 9.807700000000000728e+03 9.200000000000000400e-01 harps \nodata
2.454886775307917036e+06 9.777430000000000291e+03 1.080000000000000071e+00 harps \nodata
2.454913693748845719e+06 9.777279999999998836e+03 9.399999999999999467e-01 harps \nodata
2.454914713760902639e+06 9.813119999999998981e+03 1.000000000000000000e+00 harps \nodata
2.454915692902600858e+06 9.783630000000001019e+03 1.060000000000000053e+00 harps \nodata
2.454916698042050004e+06 9.786199999999998909e+03 9.499999999999999556e-01 harps \nodata
2.454917685300576966e+06 9.805840000000000146e+03 1.020000000000000018e+00 harps \nodata
2.454918733005600050e+06 9.777909999999999854e+03 9.899999999999999911e-01 harps \nodata
2.454919668003026862e+06 9.801600000000000364e+03 1.030000000000000027e+00 harps \nodata
2.454920712425138336e+06 9.793540000000000873e+03 9.600000000000000755e-01 harps \nodata
2.454932647664928809e+06 9.788420000000000073e+03 1.300000000000000044e+00 harps \nodata
2.454933642931429204e+06 9.799469999999999345e+03 1.070000000000000062e+00 harps \nodata
2.454934631467071828e+06 9.776640000000001237e+03 1.010000000000000009e+00 harps \nodata
2.454936636513149366e+06 9.791100000000000364e+03 1.500000000000000000e+00 harps \nodata
2.454937616275724024e+06 9.780309999999999491e+03 1.199999999999999956e+00 harps \nodata
2.454938627495267428e+06 9.810219999999999345e+03 9.600000000000000755e-01 harps \nodata
2.454939643993297126e+06 9.781560000000001310e+03 1.430000000000000160e+00 harps \nodata
2.454940618952748831e+06 9.793920000000000073e+03 1.369999999999999885e+00 harps \nodata
2.454941626749034971e+06 9.799099999999998545e+03 9.799999999999999822e-01 harps \nodata
2.454946608637934551e+06 9.807600000000000364e+03 8.899999999999999023e-01 harps \nodata
2.454949586057978217e+06 9.797479999999999563e+03 9.799999999999999822e-01 harps \nodata
2.454950587165489793e+06 9.775750000000000000e+03 9.399999999999999467e-01 harps \nodata
2.454953592172511388e+06 9.784569999999999709e+03 1.039999999999999813e+00 harps \nodata
2.454954586667016149e+06 9.808130000000001019e+03 9.600000000000000755e-01 harps \nodata
2.454955585200401023e+06 9.779019999999998618e+03 9.899999999999999911e-01 harps \nodata
2.454956586352790240e+06 9.801019999999998618e+03 1.209999999999999964e+00 harps \nodata
2.454990498609715607e+06 9.778470000000001164e+03 1.119999999999999885e+00 harps \nodata
2.454991510458447505e+06 9.810729999999999563e+03 1.030000000000000027e+00 harps \nodata
2.454993465102418792e+06 9.788340000000000146e+03 9.799999999999999822e-01 harps \nodata
2.454998464484981727e+06 9.779649999999999636e+03 1.320000000000000062e+00 harps \nodata
2.454999455286975950e+06 9.807500000000000000e+03 1.229999999999999982e+00 harps \nodata
2.455272708170132246e+06 9.780039999999999054e+03 1.110000000000000098e+00 harps \nodata
2.455275713111802936e+06 9.773079999999999927e+03 1.320000000000000062e+00 harps \nodata
2.455277716445160098e+06 9.789610000000000582e+03 1.260000000000000009e+00 harps \nodata
2.455278708519794513e+06 9.779769999999998618e+03 1.690000000000000169e+00 harps \nodata
2.455279689713242464e+06 9.807250000000000000e+03 1.169999999999999929e+00 harps \nodata
2.455280705874221399e+06 9.777020000000000437e+03 1.190000000000000169e+00 harps \nodata
2.455283682950392365e+06 9.775340000000000146e+03 9.799999999999999822e-01 harps \nodata
2.455287660954949912e+06 9.811220000000001164e+03 1.080000000000000071e+00 harps \nodata
2.455292654820862692e+06 9.812290000000000873e+03 2.209999999999999964e+00 harps \nodata
2.457395716786968987e+06 -2.939999999999999858e+01 1.199999999999999956e+00 carmenes \nodata
2.457418712323198561e+06 -4.099999999999999645e+00 9.000000000000000222e-01 carmenes \nodata
2.457422604519203305e+06 -3.760000000000000142e+01 1.399999999999999911e+00 carmenes \nodata
2.457422623520108406e+06 -3.550000000000000000e+01 1.399999999999999911e+00 carmenes \nodata
2.457422645521156490e+06 -3.700000000000000000e+01 1.399999999999999911e+00 carmenes \nodata
2.457424602611637209e+06 -2.110000000000000142e+01 3.200000000000000178e+00 carmenes \nodata
2.457426478693222627e+06 -1.300000000000000044e+00 1.000000000000000000e+00 carmenes \nodata
2.457426571697134059e+06 -1.699999999999999956e+00 1.000000000000000000e+00 carmenes \nodata
2.457426630699609406e+06 -3.500000000000000000e+00 1.199999999999999956e+00 carmenes \nodata
2.457426725703583565e+06 -7.000000000000000000e+00 1.100000000000000089e+00 carmenes \nodata
2.457427488735024817e+06 -3.200000000000000000e+01 1.100000000000000089e+00 carmenes \nodata
2.457427654741751496e+06 -3.289999999999999858e+01 1.199999999999999956e+00 carmenes \nodata
2.457427714744172990e+06 -3.589999999999999858e+01 1.000000000000000000e+00 carmenes \nodata
2.457430534851939883e+06 -3.320000000000000284e+01 1.500000000000000000e+00 carmenes \nodata
2.457430663856585044e+06 -3.169999999999999929e+01 1.199999999999999956e+00 carmenes \nodata
2.457440701139797922e+06 -3.329999999999999716e+01 1.199999999999999956e+00 carmenes \nodata
2.457441620157906320e+06 -2.860000000000000142e+01 1.500000000000000000e+00 carmenes \nodata
2.457442583175455220e+06 -7.200000000000000178e+00 8.000000000000000444e-01 carmenes \nodata
2.457444618207720108e+06 -1.119999999999999929e+01 1.600000000000000089e+00 carmenes \nodata
2.457444630207890645e+06 -9.199999999999999289e+00 1.300000000000000044e+00 carmenes \nodata
2.457449487258193083e+06 -3.200000000000000000e+01 1.399999999999999911e+00 carmenes \nodata
2.457449563258680981e+06 -2.739999999999999858e+01 1.500000000000000000e+00 carmenes \nodata
2.457466518136319704e+06 -1.400000000000000000e+01 1.500000000000000000e+00 carmenes \nodata
2.457466529136093799e+06 -1.450000000000000000e+01 1.699999999999999956e+00 carmenes \nodata
2.457467481115773320e+06 -3.770000000000000284e+01 2.299999999999999822e+00 carmenes \nodata
2.457472574983662460e+06 -3.400000000000000000e+01 1.100000000000000089e+00 carmenes \nodata
2.457473549953944981e+06 -1.780000000000000071e+01 1.399999999999999911e+00 carmenes \nodata
2.457474525922792032e+06 -1.660000000000000142e+01 1.500000000000000000e+00 carmenes \nodata
2.457475624886040110e+06 -3.589999999999999858e+01 1.199999999999999956e+00 carmenes \nodata
2.457476484856053255e+06 -5.099999999999999645e+00 1.399999999999999911e+00 carmenes \nodata
2.457476500855485443e+06 -4.200000000000000178e+00 1.399999999999999911e+00 carmenes \nodata
2.457477474820209201e+06 -2.400000000000000000e+01 1.100000000000000089e+00 carmenes \nodata
2.457488472329862881e+06 -3.700000000000000000e+01 1.000000000000000000e+00 carmenes \nodata
2.457489455278160051e+06 -1.559999999999999964e+01 1.899999999999999911e+00 carmenes \nodata
2.457490479223002680e+06 -2.019999999999999929e+01 1.300000000000000044e+00 carmenes \nodata
2.457492448113295250e+06 -4.900000000000000355e+00 1.500000000000000000e+00 carmenes \nodata
2.457493533050834201e+06 -3.500000000000000000e+01 1.199999999999999956e+00 carmenes \nodata
2.457494498994048685e+06 -2.939999999999999858e+01 1.399999999999999911e+00 carmenes \nodata
2.457499418688296806e+06 -3.620000000000000284e+01 1.699999999999999956e+00 carmenes \nodata
2.457503386422671378e+06 -8.699999999999999289e+00 1.399999999999999911e+00 carmenes \nodata
2.457504398352364544e+06 -3.279999999999999716e+01 1.500000000000000000e+00 carmenes \nodata
2.457505402281623334e+06 -1.100000000000000000e+01 1.500000000000000000e+00 carmenes \nodata
2.457509410989717115e+06 -3.489999999999999858e+01 1.199999999999999956e+00 carmenes \nodata
2.457510457911105826e+06 -2.280000000000000071e+01 1.100000000000000089e+00 carmenes \nodata
2.457511342843925115e+06 -1.059999999999999964e+01 1.500000000000000000e+00 carmenes \nodata
2.457511353843085933e+06 -1.250000000000000000e+01 1.500000000000000000e+00 carmenes \nodata
2.457511404839193914e+06 -1.319999999999999929e+01 1.500000000000000000e+00 carmenes \nodata
2.457511442836293019e+06 -1.490000000000000036e+01 1.600000000000000089e+00 carmenes \nodata
2.457511478833543137e+06 -1.580000000000000071e+01 1.600000000000000089e+00 carmenes \nodata
2.457511526829875540e+06 -1.769999999999999929e+01 1.500000000000000000e+00 carmenes \nodata
2.457511569826587569e+06 -2.010000000000000142e+01 1.600000000000000089e+00 carmenes \nodata
2.457511608823604882e+06 -2.080000000000000071e+01 1.699999999999999956e+00 carmenes \nodata
2.457511619822762907e+06 -2.200000000000000000e+01 1.800000000000000044e+00 carmenes \nodata
2.457512480756579898e+06 -3.850000000000000000e+01 1.100000000000000089e+00 carmenes \nodata
2.457525422698423266e+06 -3.470000000000000284e+01 2.500000000000000000e+00 carmenes \nodata
2.457527347532819957e+06 -9.500000000000000000e+00 1.699999999999999956e+00 carmenes \nodata
2.457529353358529974e+06 -2.299999999999999822e+00 1.300000000000000044e+00 carmenes \nodata
2.457530344271838665e+06 -2.439999999999999858e+01 1.500000000000000000e+00 carmenes \nodata
2.457531344183996320e+06 -2.880000000000000071e+01 2.399999999999999911e+00 carmenes \nodata
2.457532391091660596e+06 1.199999999999999956e+00 1.699999999999999956e+00 carmenes \nodata
2.457533403002080042e+06 -3.350000000000000000e+01 2.399999999999999911e+00 carmenes \nodata
2.457533416000927333e+06 -3.439999999999999858e+01 2.100000000000000089e+00 carmenes \nodata
2.457534364916647319e+06 -1.390000000000000036e+01 1.399999999999999911e+00 carmenes \nodata
2.457535351828734856e+06 -1.639999999999999858e+01 1.500000000000000000e+00 carmenes \nodata
2.457536424732890446e+06 -3.579999999999999716e+01 4.900000000000000355e+00 carmenes \nodata
2.457539379467718303e+06 -2.789999999999999858e+01 1.300000000000000044e+00 carmenes \nodata
2.457540376377929002e+06 -6.000000000000000000e+00 1.300000000000000044e+00 carmenes \nodata
2.457541409284771420e+06 -3.579999999999999716e+01 1.500000000000000000e+00 carmenes \nodata
2.457543407104334328e+06 -2.269999999999999929e+01 1.600000000000000089e+00 carmenes \nodata
2.457544380016395822e+06 -3.570000000000000284e+01 1.300000000000000044e+00 carmenes \nodata
2.457545362927543931e+06 -1.399999999999999911e+00 1.800000000000000044e+00 carmenes \nodata
2.457550363476322033e+06 -1.699999999999999956e+00 3.000000000000000000e+00 carmenes \nodata
2.457552373295851052e+06 -3.629999999999999716e+01 1.600000000000000089e+00 carmenes \nodata
2.457553376206088345e+06 -2.700000000000000178e+00 1.300000000000000044e+00 carmenes \nodata
2.457554388115752023e+06 -3.500000000000000000e+01 1.300000000000000044e+00 carmenes \nodata
2.457556398937028367e+06 -1.219999999999999929e+01 1.399999999999999911e+00 carmenes \nodata
2.457557399848506320e+06 -3.820000000000000284e+01 1.699999999999999956e+00 carmenes \nodata
2.457558369763033930e+06 -5.700000000000000178e+00 1.199999999999999956e+00 carmenes \nodata
2.457559377674558200e+06 -2.410000000000000142e+01 1.100000000000000089e+00 carmenes \nodata
2.457563386326608714e+06 -2.119999999999999929e+01 1.600000000000000089e+00 carmenes \nodata
2.457564361243047751e+06 -1.230000000000000071e+01 1.199999999999999956e+00 carmenes \nodata
2.457565356158245355e+06 -3.760000000000000142e+01 1.399999999999999911e+00 carmenes \nodata
2.457567360988905653e+06 -2.289999999999999858e+01 5.000000000000000000e+00 carmenes \nodata
2.457570351740484126e+06 -3.089999999999999858e+01 1.800000000000000044e+00 carmenes \nodata
2.457571346659054514e+06 -2.200000000000000000e+01 2.100000000000000089e+00 carmenes \nodata
2.457572355577138718e+06 -1.240000000000000036e+01 1.600000000000000089e+00 carmenes \nodata
2.457573360496234149e+06 -3.339999999999999858e+01 2.500000000000000000e+00 carmenes \nodata
2.457574357416675426e+06 1.000000000000000000e+00 1.300000000000000044e+00 carmenes \nodata
2.457575358337525744e+06 -2.410000000000000142e+01 1.399999999999999911e+00 carmenes \nodata
2.457584370661438443e+06 -2.460000000000000142e+01 1.600000000000000089e+00 carmenes \nodata
2.457586354522359557e+06 -2.939999999999999858e+01 1.600000000000000089e+00 carmenes \nodata
2.457587365452955943e+06 -5.500000000000000000e+00 3.000000000000000000e+00 carmenes \nodata
2.457591347189648077e+06 -3.019999999999999929e+01 1.600000000000000089e+00 carmenes \nodata
2.457593345063811168e+06 -8.599999999999999645e+00 1.899999999999999911e+00 carmenes \nodata
2.457594348002283368e+06 -3.080000000000000071e+01 2.200000000000000178e+00 carmenes \nodata
2.457595327943250537e+06 -8.400000000000000355e+00 2.600000000000000089e+00 carmenes \nodata
2.457596324884310365e+06 -1.169999999999999929e+01 7.099999999999999645e+00 carmenes \nodata
2.457597329826056026e+06 -3.110000000000000142e+01 2.000000000000000000e+00 carmenes \nodata
2.457688717525780667e+06 -1.960000000000000142e+01 1.899999999999999911e+00 carmenes \nodata
2.457691714742662851e+06 -2.439999999999999858e+01 3.600000000000000089e+00 carmenes \nodata
2.457691717742884066e+06 -2.160000000000000142e+01 3.600000000000000089e+00 carmenes \nodata
2.457691724743401632e+06 -1.760000000000000142e+01 3.700000000000000178e+00 carmenes \nodata
2.457691728743697051e+06 -1.569999999999999929e+01 5.500000000000000000e+00 carmenes \nodata
2.457692736818676349e+06 -2.900000000000000000e+01 1.100000000000000089e+00 carmenes \nodata
2.457693727893344592e+06 -1.030000000000000071e+01 1.100000000000000089e+00 carmenes \nodata
2.457695725046589039e+06 -1.030000000000000071e+01 1.500000000000000000e+00 carmenes \nodata
2.457699672359733377e+06 -3.169999999999999929e+01 1.699999999999999956e+00 carmenes \nodata
2.457703659688575659e+06 -1.100000000000000000e+01 1.300000000000000044e+00 carmenes \nodata
2.457704666773433331e+06 -1.850000000000000000e+01 1.399999999999999911e+00 carmenes \nodata
2.457705701861354522e+06 -3.600000000000000000e+01 1.300000000000000044e+00 carmenes \nodata
